AFIELD                   BOX-NAMe                  File: BOX              Offset:   0       Length:  16
AFIELD  LP-OV            [A-CREATURE:99-102]       File: CREATURE         Offset:  99       Length:   3
AFIELD  SENT-OV          [A-CREATURE:99-102]       File: CREATURE         Offset:  99       Length:   3
AFIELD  SENT-OV          [A-CREATURE:102-105]      File: CREATURE         Offset: 102       Length:   3
AFIELD  LP-OV            [A-CREATURE:102-105]      File: CREATURE         Offset: 102       Length:   3
AFIELD  SENT-OV          [A-CREATURE:105-108]      File: CREATURE         Offset: 105       Length:   3
AFIELD  LP-OV            [A-CREATURE:105-108]      File: CREATURE         Offset: 105       Length:   3
AFIELD  LP-OV            [A-CREATURE:108-111]      File: CREATURE         Offset: 108       Length:   3
AFIELD  SENT-OV          [A-CREATURE:108-111]      File: CREATURE         Offset: 108       Length:   3
AFIELD  SENT-OV          [A-CREATURE:111-114]      File: CREATURE         Offset: 111       Length:   3
AFIELD  LP-OV            [A-CREATURE:111-114]      File: CREATURE         Offset: 111       Length:   3
AFIELD  SENT-OV          [A-CREATURE:114-117]      File: CREATURE         Offset: 114       Length:   3
AFIELD  LP-OV            [A-CREATURE:114-117]      File: CREATURE         Offset: 114       Length:   3
AFIELD  SENT-OV          [A-CREATURE:117-120]      File: CREATURE         Offset: 117       Length:   3
AFIELD  LP-OV            [A-CREATURE:117-120]      File: CREATURE         Offset: 117       Length:   3
AFIELD  SENT-OV          [A-CREATURE:120-123]      File: CREATURE         Offset: 120       Length:   3
AFIELD  LP-OV            [A-CREATURE:120-123]      File: CREATURE         Offset: 120       Length:   3
AFIELD  SENT-OV          [A-CREATURE:123-126]      File: CREATURE         Offset: 123       Length:   3
AFIELD  LP-OV            [A-CREATURE:123-126]      File: CREATURE         Offset: 123       Length:   3
AFIELD  LP-OV            [A-CREATURE:126-129]      File: CREATURE         Offset: 126       Length:   3
AFIELD  SENT-OV          [A-CREATURE:126-129]      File: CREATURE         Offset: 126       Length:   3
AFIELD  LP-OV            [A-CREATURE:129-132]      File: CREATURE         Offset: 129       Length:   3
AFIELD  SENT-OV          [A-CREATURE:129-132]      File: CREATURE         Offset: 129       Length:   3
AFIELD  SENT-OV          [A-CREATURE:132-135]      File: CREATURE         Offset: 132       Length:   3
AFIELD  LP-OV            [A-CREATURE:132-135]      File: CREATURE         Offset: 132       Length:   3
AFIELD  SENT-OV          [A-CREATURE:135-138]      File: CREATURE         Offset: 135       Length:   3
AFIELD  LP-OV            [A-CREATURE:135-138]      File: CREATURE         Offset: 135       Length:   3
AFIELD  SENT-OV          [A-CREATURE:138-141]      File: CREATURE         Offset: 138       Length:   3
AFIELD  LP-OV            [A-CREATURE:138-141]      File: CREATURE         Offset: 138       Length:   3
AFIELD  LP-OV            [A-CREATURE:141-144]      File: CREATURE         Offset: 141       Length:   3
AFIELD  SENT-OV          [A-CREATURE:141-144]      File: CREATURE         Offset: 141       Length:   3
AFIELD  SENT-OV          [A-CREATURE:144-146]      File: CREATURE         Offset: 144       Length:   2
AFIELD  BEHAV-OV         [A-CREATURE:144-146]      File: CREATURE         Offset: 144       Length:   2
AFIELD  MOVE-OV          [A-CREATURE:144-146]      File: CREATURE         Offset: 144       Length:   2
AFIELD  ICONP-OV         [A-CREATURE:144-146]      File: CREATURE         Offset: 144       Length:   2
AFIELD  TV-OV            [A-CREATURE:144-146]      File: CREATURE         Offset: 144       Length:   2
AFIELD  LP-OV            [A-CREATURE:144-146]      File: CREATURE         Offset: 144       Length:   2
AFIELD                   RESEMBLes                 File: CREATURE         Offset: 146       Length:   3
AFIELD  LP-OV            RESEMBLes                 File: CREATURE         Offset: 146       Length:   3
AFIELD  LP-OV            [A-CREATURE:149-152]      File: CREATURE         Offset: 149       Length:   3
AFIELD  SENT-OV          [A-CREATURE:149-152]      File: CREATURE         Offset: 149       Length:   3
AFIELD  ITEMS-OV         [A-CREATURE:154-155]      File: CREATURE         Offset: 154       Length:   1
AFIELD  SEED-OV          [A-CREATURE:155-156]      File: CREATURE         Offset: 155       Length:   1
AFIELD  MAPS-OV          _compound_iaddr           File: COMPOUNDS        Offset:   0       Length:   3
AFIELD  SCIENCE          _compound_iaddr           File: COMPOUNDS        Offset:   0       Length:   3
AFIELD  PERSONNEL-OV     _ps-type                  File: PSTATS           Offset:   0       Length:   9
AFIELD  PERSONNEL-OV     _ps-avg-height            File: PSTATS           Offset:   9       Length:   1
AFIELD  PERSONNEL-OV     _ps-avg-weight            File: PSTATS           Offset:  10       Length:   1
IFIELD                   INST-SIb                  File: STARFLT          Offset:   0       Length:   3
IFIELD                   INST-PRev                 File: STARFLT          Offset:   3       Length:   3
IFIELD                   INST-OFf                  File: STARFLT          Offset:   6       Length:   3
IFIELD                   INST-CLass                File: STARFLT          Offset:   9       Length:   1
IFIELD                   INST-Subclass             File: STARFLT          Offset:  10       Length:   1
IFIELD                   INST-QTy                  File: STARFLT          Offset:   0 ( 11) Length:   2
IFIELD                   INST-X                    File: STARFLT          Offset:   2 ( 13) Length:   2
IFIELD                   INST-Y                    File: STARFLT          Offset:   4 ( 15) Length:   2
IFIELD                   INST-VAl                  File: STARFLT          Offset:   6 ( 17) Length:   2
IFIELD                   INST-DAte                 File: STARFLT          Offset:   8 ( 19) Length:   2
IFIELD  CAPTAIN          [I-STARFLT:19-21]         File: STARFLT          Offset:   8 ( 19) Length:   2
IFIELD  ITEMS-OV         [I-STARFLT:21-22]         File: STARFLT          Offset:  10 ( 21) Length:   1
IFIELD  CAPTAIN          [I-STARFLT:21-22]         File: STARFLT          Offset:  10 ( 21) Length:   1
IFIELD  CAPTAIN          [I-STARFLT:22-23]         File: STARFLT          Offset:  11 ( 22) Length:   1
IFIELD  ITEMS-OV         [I-STARFLT:22-23]         File: STARFLT          Offset:  11 ( 22) Length:   1
IFIELD  CAPTAIN          [I-STARFLT:23-24]         File: STARFLT          Offset:  12 ( 23) Length:   1
IFIELD  ITEMS-OV         [I-STARFLT:23-24]         File: STARFLT          Offset:  12 ( 23) Length:   1
IFIELD  ITEMS-OV         _tv-hold                  File: BOX              Offset:   6 ( 17) Length:   2
IFIELD  BEHAV-OV         _tv-hold                  File: BOX              Offset:   6 ( 17) Length:   2
IFIELD  TV-OV            _tv-hold                  File: BOX              Offset:   6 ( 17) Length:   2
IFIELD  BANK-OV          _bank_pre_transaction_balance File: BANK             Offset:   0 ( 11) Length:   4
IFIELD  BANK-OV          _bank_balance             File: BANK             Offset:   4 ( 15) Length:   4
IFIELD  BANK-OV          _bank_transaction         File: BANK             Offset:   8 ( 19) Length:   1
IFIELD  BANK-OV          _bt_ammount               File: BANK-TRANS       Offset:   0 ( 11) Length:   4
IFIELD  BANK-OV          _bt_stardate              File: BANK-TRANS       Offset:   4 ( 15) Length:   2
IFIELD  DOCTOR           _cm_name                  File: CREWMEMBER       Offset:   0 ( 11) Length:  15
IFIELD  DAMAGE-OV        _cm_name                  File: CREWMEMBER       Offset:   0 ( 11) Length:  15
IFIELD  BEHAV-OV         _cm_name                  File: CREWMEMBER       Offset:   0 ( 11) Length:  15
IFIELD  HEAL-OV          _cm_name                  File: CREWMEMBER       Offset:   0 ( 11) Length:  15
IFIELD  COMM-OV          _cm_name                  File: CREWMEMBER       Offset:   0 ( 11) Length:  15
IFIELD  STORM-OV         _cm_name                  File: CREWMEMBER       Offset:   0 ( 11) Length:  15
IFIELD  SHIPBUTTONS      _cm_name                  File: CREWMEMBER       Offset:   0 ( 11) Length:  15
IFIELD  PERSONNEL-OV     _cm_name                  File: CREWMEMBER       Offset:   0 ( 11) Length:  15
IFIELD  ASSCREW-OV       _cm_name                  File: CREWMEMBER       Offset:   0 ( 11) Length:  15
IFIELD  COMM-OV          _cm_stats                 File: CREWMEMBER       Offset:  15 ( 26) Length:  15
IFIELD  HYPERMSG-OV      _cm_^sci                  File: CREWMEMBER       Offset:  15 ( 26) Length:   1
IFIELD  SCIENCE          _cm_^sci                  File: CREWMEMBER       Offset:  15 ( 26) Length:   1
IFIELD  HEAL-OV          _cm_^sci                  File: CREWMEMBER       Offset:  15 ( 26) Length:   1
IFIELD  PERSONNEL-OV     _cm_^sci                  File: CREWMEMBER       Offset:  15 ( 26) Length:   1
IFIELD  ANALYZE-OV       _cm_^sci                  File: CREWMEMBER       Offset:  15 ( 26) Length:   2
IFIELD  ASSCREW-OV       _cm_^sci                  File: CREWMEMBER       Offset:  15 ( 26) Length:   1
IFIELD  HEAL-OV          ^NAV                      File: CREWMEMBER       Offset:  16 ( 27) Length:   1
IFIELD  PERSONNEL-OV     ^NAV                      File: CREWMEMBER       Offset:  16 ( 27) Length:   1
IFIELD  COMBAT-OV        ^NAV                      File: CREWMEMBER       Offset:  16 ( 27) Length:   1
IFIELD  STORM-OV         ^NAV                      File: CREWMEMBER       Offset:  16 ( 27) Length:   1
IFIELD  TV-OV            ^NAV                      File: CREWMEMBER       Offset:  16 ( 27) Length:   1
IFIELD  ASSCREW-OV       ^NAV                      File: CREWMEMBER       Offset:  16 ( 27) Length:   1
IFIELD  HYPER-OV         ^NAV                      File: CREWMEMBER       Offset:  16 ( 27) Length:   1
IFIELD  BEHAV-OV         ^NAV                      File: CREWMEMBER       Offset:  16 ( 27) Length:   1
IFIELD  MOVE-OV          ^NAV                      File: CREWMEMBER       Offset:  16 ( 27) Length:   1
IFIELD  COMM-OV          ^NAV                      File: CREWMEMBER       Offset:  16 ( 27) Length:   1
IFIELD  ASSCREW-OV       _cm_^eng                  File: CREWMEMBER       Offset:  17 ( 28) Length:   1
IFIELD  PERSONNEL-OV     _cm_^eng                  File: CREWMEMBER       Offset:  17 ( 28) Length:   1
IFIELD  ENGINEER         _cm_^eng                  File: CREWMEMBER       Offset:  17 ( 28) Length:   1
IFIELD  REPAIR-OV        _cm_^eng                  File: CREWMEMBER       Offset:  17 ( 28) Length:   1
IFIELD  HEAL-OV          _cm_^eng                  File: CREWMEMBER       Offset:  17 ( 28) Length:   1
IFIELD  ASSCREW-OV       _cm_^com                  File: CREWMEMBER       Offset:  18 ( 29) Length:   1
IFIELD  PERSONNEL-OV     _cm_^com                  File: CREWMEMBER       Offset:  18 ( 29) Length:   1
IFIELD  COMM-OV          _cm_^com                  File: CREWMEMBER       Offset:  18 ( 29) Length:   1
IFIELD  HEAL-OV          _cm_^com                  File: CREWMEMBER       Offset:  18 ( 29) Length:   1
IFIELD  ASSCREW-OV       _cm_^med                  File: CREWMEMBER       Offset:  19 ( 30) Length:   1
IFIELD  PERSONNEL-OV     _cm_^med                  File: CREWMEMBER       Offset:  19 ( 30) Length:   1
IFIELD  HEAL-OV          _cm_^med                  File: CREWMEMBER       Offset:  19 ( 30) Length:   1
IFIELD  DAMAGE-OV        [I-CREWMEMBER:31-32]      File: CREWMEMBER       Offset:  20 ( 31) Length:   1
IFIELD  DOCTOR           [I-CREWMEMBER:31-32]      File: CREWMEMBER       Offset:  20 ( 31) Length:   1
IFIELD  STORM-OV         [I-CREWMEMBER:31-32]      File: CREWMEMBER       Offset:  20 ( 31) Length:   1
IFIELD  HEAL-OV          [I-CREWMEMBER:31-32]      File: CREWMEMBER       Offset:  20 ( 31) Length:   1
IFIELD  ASSCREW-OV       [I-CREWMEMBER:31-32]      File: CREWMEMBER       Offset:  20 ( 31) Length:   1
IFIELD  PERSONNEL-OV     [I-CREWMEMBER:31-32]      File: CREWMEMBER       Offset:  20 ( 31) Length:   1
IFIELD  BEHAV-OV         [I-CREWMEMBER:31-32]      File: CREWMEMBER       Offset:  20 ( 31) Length:   1
IFIELD  PORTMENU-OV      [I-CREWMEMBER:31-32]      File: CREWMEMBER       Offset:  20 ( 31) Length:   1
IFIELD  ASSCREW-OV       _cm_status                File: CREWMEMBER       Offset:  21 ( 32) Length:   2
IFIELD  PERSONNEL-OV     _cm_status                File: CREWMEMBER       Offset:  21 ( 32) Length:   2
IFIELD  PORTMENU-OV      _cm_status                File: CREWMEMBER       Offset:  21 ( 32) Length:   2
IFIELD  DOCTOR           _cm_status                File: CREWMEMBER       Offset:  21 ( 32) Length:   2
IFIELD  CHKFLIGHT-OV     _cm_status                File: CREWMEMBER       Offset:  21 ( 32) Length:   2
IFIELD  HEAL-OV          _cm_status                File: CREWMEMBER       Offset:  21 ( 32) Length:   2
IFIELD  ASSCREW-OV       _cm_index                 File: CREWMEMBER       Offset:  23 ( 34) Length:   1
IFIELD  PERSONNEL-OV     _cm_index                 File: CREWMEMBER       Offset:  23 ( 34) Length:   1
IFIELD  CHKFLIGHT-OV     _ac_roles                 File: ASSIGN-CREW      Offset:   6 ( 17) Length:  18
IFIELD  STORM-OV         _ac_captian               File: ASSIGN-CREW      Offset:   6 ( 17) Length:   3
IFIELD  BEHAV-OV         _ac_captian               File: ASSIGN-CREW      Offset:   6 ( 17) Length:   3
IFIELD  SHIPBUTTONS      _ac_roles                 File: ASSIGN-CREW      Offset:   6 ( 17) Length:  18
IFIELD  COMM-OV          _ac_captian               File: ASSIGN-CREW      Offset:   6 ( 17) Length:   3
IFIELD  ASSCREW-OV       _ac_roles                 File: ASSIGN-CREW      Offset:   6 ( 17) Length:  18
IFIELD  HEAL-OV          _ac_captian               File: ASSIGN-CREW      Offset:   6 ( 17) Length:   3
IFIELD  DOCTOR           _ac_captian               File: ASSIGN-CREW      Offset:   6 ( 17) Length:   3
IFIELD  HEAL-OV          _ac_science               File: ASSIGN-CREW      Offset:   9 ( 20) Length:   3
IFIELD  ANALYZE-OV       _ac_science               File: ASSIGN-CREW      Offset:   9 ( 20) Length:   3
IFIELD  HYPERMSG-OV      _ac_science               File: ASSIGN-CREW      Offset:   9 ( 20) Length:   3
IFIELD  SCIENCE          _ac_science               File: ASSIGN-CREW      Offset:   9 ( 20) Length:   3
IFIELD  HYPER-OV         _ac_navigator             File: ASSIGN-CREW      Offset:  12 ( 23) Length:   3
IFIELD  COMBAT-OV        _ac_navigator             File: ASSIGN-CREW      Offset:  12 ( 23) Length:   3
IFIELD  BEHAV-OV         NAVIG                     File: ASSIGN-CREW      Offset:  12 ( 23) Length:   3
IFIELD  TV-OV            _ac_navigator             File: ASSIGN-CREW      Offset:  12 ( 23) Length:   3
IFIELD  MOVE-OV          _ac_navigator             File: ASSIGN-CREW      Offset:  12 ( 23) Length:   3
IFIELD  STORM-OV         _ac_navigator             File: ASSIGN-CREW      Offset:  12 ( 23) Length:   3
IFIELD  REPAIR-OV        _ac_enginer               File: ASSIGN-CREW      Offset:  15 ( 26) Length:   3
IFIELD  ENGINEER         _ac_enginer               File: ASSIGN-CREW      Offset:  15 ( 26) Length:   3
IFIELD  COMM-OV          _ac_communication         File: ASSIGN-CREW      Offset:  18 ( 29) Length:   3
IFIELD  HEAL-OV          _ac_doctor                File: ASSIGN-CREW      Offset:  21 ( 32) Length:   3
IFIELD  MISC-OV          _ship_armor_class         File: SHIP             Offset:   6 ( 17) Length:   2
IFIELD  COMM-OV          _ship_armor_class         File: SHIP             Offset:   6 ( 17) Length:   2
IFIELD  SCIENCE          _ship_armor_class         File: SHIP             Offset:   6 ( 17) Length:   2
IFIELD  REPAIR-OV        _ship_armor_class         File: SHIP             Offset:   6 ( 17) Length:   2
IFIELD  SHIPGRPH-OV      _ship_armor_class         File: SHIP             Offset:   6 ( 17) Length:   2
IFIELD  DAMAGE-OV        _ship_armor_class-L       File: SHIP             Offset:   6 ( 17) Length:   1
IFIELD  CONFIG-OV        _ship_armor_class         File: SHIP             Offset:   6 ( 17) Length:   2
IFIELD  COMBAT-OV        _ship_armor_class-L       File: SHIP             Offset:   6 ( 17) Length:   1
IFIELD  ENGINEER         _ship_armor_class         File: SHIP             Offset:   6 ( 17) Length:   2
IFIELD  HYPERMSG-OV      _ship_armor_class         File: SHIP             Offset:   6 ( 17) Length:   2
IFIELD  DAMAGE-OV        _ship_armor_class-H       File: SHIP             Offset:   7 ( 18) Length:   1
IFIELD  COMBAT-OV        _ship_armor_class-H       File: SHIP             Offset:   7 ( 18) Length:   1
IFIELD  REPAIR-OV        _ship_armor_class-H       File: SHIP             Offset:   7 ( 18) Length:   1
IFIELD  HYPER-OV         _ship_armor_class-H       File: SHIP             Offset:   7 ( 18) Length:   1
IFIELD  HYPER-OV         _ship_engine_class        File: SHIP             Offset:   8 ( 19) Length:   2
IFIELD  DAMAGE-OV        _ship_engine_class-L      File: SHIP             Offset:   8 ( 19) Length:   1
IFIELD  COMBAT-OV        _ship_engine_class-L      File: SHIP             Offset:   8 ( 19) Length:   1
IFIELD  CHKFLIGHT-OV     _ship_engine_class        File: SHIP             Offset:   8 ( 19) Length:   2
IFIELD  REPAIR-OV        _ship_engine_class        File: SHIP             Offset:   8 ( 19) Length:   2
IFIELD  CAPTAIN          _ship_engine_class        File: SHIP             Offset:   8 ( 19) Length:   2
IFIELD  *MAP-OV          _ship_engine_class        File: SHIP             Offset:   8 ( 19) Length:   2
IFIELD  CONFIG-OV        _ship_engine_class        File: SHIP             Offset:   8 ( 19) Length:   2
IFIELD  SHIPGRPH-OV      _ship_engine_class        File: SHIP             Offset:   8 ( 19) Length:   2
IFIELD  COMBAT-OV        _ship_engine_class-H      File: SHIP             Offset:   9 ( 20) Length:   1
IFIELD  DAMAGE-OV        _ship_engine_class-H      File: SHIP             Offset:   9 ( 20) Length:   1
IFIELD  PORTMENU-OV      _ship_engine_class-H      File: SHIP             Offset:   9 ( 20) Length:   1
IFIELD  STP-OV           _ship_engine_class-H      File: SHIP             Offset:   9 ( 20) Length:   1
IFIELD  COMBAT-OV        _ship_sensors-L           File: SHIP             Offset:  10 ( 21) Length:   1
IFIELD  REPAIR-OV        _ship_sensors             File: SHIP             Offset:  10 ( 21) Length:   2
IFIELD  DAMAGE-OV        _ship_sensors-L           File: SHIP             Offset:  10 ( 21) Length:   1
IFIELD  CONFIG-OV        _ship_sensors             File: SHIP             Offset:  10 ( 21) Length:   2
IFIELD  SCIENCE          _ship_sensors             File: SHIP             Offset:  10 ( 21) Length:   2
IFIELD  DAMAGE-OV        _ship_sensors-H           File: SHIP             Offset:  11 ( 22) Length:   1
IFIELD  COMBAT-OV        _ship_sensors-H           File: SHIP             Offset:  11 ( 22) Length:   1
IFIELD  DAMAGE-OV        _ship_comm-L              File: SHIP             Offset:  12 ( 23) Length:   1
IFIELD  COMM-OV          _ship_comm                File: SHIP             Offset:  12 ( 23) Length:   2
IFIELD  CONFIG-OV        _ship_comm                File: SHIP             Offset:  12 ( 23) Length:   2
IFIELD  REPAIR-OV        _ship_comm                File: SHIP             Offset:  12 ( 23) Length:   2
IFIELD  COMBAT-OV        _ship_comm-L              File: SHIP             Offset:  12 ( 23) Length:   1
IFIELD  COMBAT-OV        _ship_comm-H              File: SHIP             Offset:  13 ( 24) Length:   1
IFIELD  DAMAGE-OV        _ship_comm-H              File: SHIP             Offset:  13 ( 24) Length:   1
IFIELD  SCIENCE          _ship_shield_class        File: SHIP             Offset:  14 ( 25) Length:   2
IFIELD  COMM-OV          _ship_shield_class        File: SHIP             Offset:  14 ( 25) Length:   2
IFIELD  COMBAT-OV        _ship_shield_class-L      File: SHIP             Offset:  14 ( 25) Length:   1
IFIELD  NAVIGATR         _ship_shield_class        File: SHIP             Offset:  14 ( 25) Length:   2
IFIELD  CONFIG-OV        _ship_shield_class        File: SHIP             Offset:  14 ( 25) Length:   2
IFIELD  DAMAGE-OV        _ship_shield_class-L      File: SHIP             Offset:  14 ( 25) Length:   1
IFIELD  REPAIR-OV        _ship_shield_class        File: SHIP             Offset:  14 ( 25) Length:   2
IFIELD  SHIPGRPH-OV      _ship_shield_class        File: SHIP             Offset:  14 ( 25) Length:   2
IFIELD  HYPER-OV         _ship_shield_class-H      File: SHIP             Offset:  15 ( 26) Length:   1
IFIELD  DAMAGE-OV        _ship_shield_class-H      File: SHIP             Offset:  15 ( 26) Length:   1
IFIELD  COMBAT-OV        _ship_shield_class-H      File: SHIP             Offset:  15 ( 26) Length:   1
IFIELD  REPAIR-OV        _ship_missile_class       File: SHIP             Offset:  16 ( 27) Length:   2
IFIELD  DAMAGE-OV        _ship_missile_class-L     File: SHIP             Offset:  16 ( 27) Length:   1
IFIELD  COMM-OV          _ship_missile_class       File: SHIP             Offset:  16 ( 27) Length:   2
IFIELD  CONFIG-OV        _ship_missile_class       File: SHIP             Offset:  16 ( 27) Length:   2
IFIELD  COMBAT-OV        _ship_missile_class-L     File: SHIP             Offset:  16 ( 27) Length:   1
IFIELD  NAVIGATR         _ship_missile_class       File: SHIP             Offset:  16 ( 27) Length:   2
IFIELD  SHIPGRPH-OV      _ship_missile_class       File: SHIP             Offset:  16 ( 27) Length:   2
IFIELD  COMBAT-OV        _ship_missile_class-H     File: SHIP             Offset:  17 ( 28) Length:   1
IFIELD  DAMAGE-OV        _ship_missile_class-H     File: SHIP             Offset:  17 ( 28) Length:   1
IFIELD  DAMAGE-OV        _ship_laser_class-L       File: SHIP             Offset:  18 ( 29) Length:   1
IFIELD  NAVIGATR         _ship_laser_class         File: SHIP             Offset:  18 ( 29) Length:   2
IFIELD  REPAIR-OV        _ship_laser_class         File: SHIP             Offset:  18 ( 29) Length:   2
IFIELD  COMBAT-OV        _ship_laser_class-L       File: SHIP             Offset:  18 ( 29) Length:   1
IFIELD  SHIPGRPH-OV      _ship_laser_class         File: SHIP             Offset:  18 ( 29) Length:   2
IFIELD  COMM-OV          _ship_laser_class         File: SHIP             Offset:  18 ( 29) Length:   2
IFIELD  CONFIG-OV        _ship_laser_class         File: SHIP             Offset:  18 ( 29) Length:   2
IFIELD  DAMAGE-OV        _ship_laser_class-H       File: SHIP             Offset:  19 ( 30) Length:   1
IFIELD  COMBAT-OV        _ship_laser_class-H       File: SHIP             Offset:  19 ( 30) Length:   1
IFIELD  SCIENCE          _ship_pods                File: SHIP             Offset:  20 ( 31) Length:   2
IFIELD  MISC-OV          _ship_pods                File: SHIP             Offset:  20 ( 31) Length:   2
IFIELD  CONFIG-OV        _ship_pods                File: SHIP             Offset:  20 ( 31) Length:   2
IFIELD  SHIPGRPH-OV      _ship_pods                File: SHIP             Offset:  20 ( 31) Length:   2
IFIELD  SHIPGRPH-OV      _ship_acceleration        File: SHIP             Offset:  26 ( 37) Length:   2
IFIELD  HYPER-OV         _ship_acceleration        File: SHIP             Offset:  26 ( 37) Length:   2
IFIELD  SHIPGRPH-OV      _ship_mass                File: SHIP             Offset:  28 ( 39) Length:   2
IFIELD  ANALYZE-OV       _ship_mass                File: SHIP             Offset:  28 ( 39) Length:   2
IFIELD  REPAIR-OV        _ship_repairs             File: SHIP             Offset:  30 ( 41) Length:   7
IFIELD  CONFIG-OV        _ship_repairs             File: SHIP             Offset:  30 ( 41) Length:   7
IFIELD  CONFIG-OV        _ship_shields             File: SHIP             Offset:  37 ( 48) Length:   2
IFIELD  HYPER-OV         _ship_shields             File: SHIP             Offset:  37 ( 48) Length:   2
IFIELD  DAMAGE-OV        _ship_shields             File: SHIP             Offset:  37 ( 48) Length:   2
IFIELD  SCIENCE          _ship_shields             File: SHIP             Offset:  37 ( 48) Length:   2
IFIELD  COMBAT-OV        _ship_shields             File: SHIP             Offset:  37 ( 48) Length:   2
IFIELD  HYPER-OV         _ship_armor               File: SHIP             Offset:  39 ( 50) Length:   2
IFIELD  SCIENCE          _ship_armor               File: SHIP             Offset:  39 ( 50) Length:   2
IFIELD  REPAIR-OV        _ship_armor               File: SHIP             Offset:  39 ( 50) Length:   2
IFIELD  CONFIG-OV        _ship_armor               File: SHIP             Offset:  39 ( 50) Length:   2
IFIELD  HYPERMSG-OV      _ship_armor               File: SHIP             Offset:  39 ( 50) Length:   2
IFIELD  COMBAT-OV        _ship_armor               File: SHIP             Offset:  39 ( 50) Length:   2
IFIELD  DAMAGE-OV        _ship_armor               File: SHIP             Offset:  39 ( 50) Length:   2
IFIELD  SHIPBUTTONS      %name                     File: SHIP             Offset:  41 ( 52) Length:  15
IFIELD  LAND-OV          %name                     File: SHIP             Offset:  41 ( 52) Length:  15
IFIELD                   %NAME                     File: SHIP             Offset:  41 ( 52) Length:  15
IFIELD  CONFIG-OV        _ship_cargo               File: SHIP             Offset:  56 ( 67) Length:   2
IFIELD  HYPER-OV         _ship_cargo               File: SHIP             Offset:  56 ( 67) Length:   2
IFIELD  MISC-OV          _ship_cargo               File: SHIP             Offset:  56 ( 67) Length:   2
IFIELD  TV-OV            _ship_cargo               File: SHIP             Offset:  56 ( 67) Length:   2
IFIELD  TDEPOT-OV        _ship_cargo               File: SHIP             Offset:  56 ( 67) Length:   2
IFIELD  REPAIR-OV        _ship_cargo               File: SHIP             Offset:  56 ( 67) Length:   2
IFIELD  SCIENCE          _ship_cargo               File: SHIP             Offset:  56 ( 67) Length:   2
IFIELD  COMMSPEC-OV      _ship_cargo               File: SHIP             Offset:  56 ( 67) Length:   2
IFIELD  CAPTAIN          _ship_cargo               File: SHIP             Offset:  56 ( 67) Length:   2
IFIELD  PORTMENU-OV      _ship_cargo               File: SHIP             Offset:  56 ( 67) Length:   2
IFIELD  HYPER-OV         _ship_flags               File: SHIP             Offset:  58 ( 69) Length:   4
IFIELD  SHIPBUTTONS      _ship_flags               File: SHIP             Offset:  58 ( 69) Length:   4
IFIELD  COMBAT-OV        _ship_flags               File: SHIP             Offset:  58 ( 69) Length:   4
IFIELD  DAMAGE-OV        _ship_flags               File: SHIP             Offset:  58 ( 69) Length:   4
IFIELD  NAVIGATR         _ship_flags               File: SHIP             Offset:  58 ( 69) Length:   4
IFIELD  SCIENCE          _ship_flags               File: SHIP             Offset:  58 ( 69) Length:   4
IFIELD  CAPTAIN          _ship_flags               File: SHIP             Offset:  58 ( 69) Length:   4
IFIELD  COMM-OV          _ship_flags               File: SHIP             Offset:  58 ( 69) Length:   4
IFIELD  CONFIG-OV        _ship_flags               File: SHIP             Offset:  58 ( 69) Length:   4
IFIELD  SHIPGRPH-OV      _ship_flags               File: SHIP             Offset:  58 ( 69) Length:   4
IFIELD  DAMAGE-OV        _ship_icon                File: SHIP             Offset:  62 ( 73) Length:   1
IFIELD  ICONP-OV         _ship_icon                File: SHIP             Offset:  62 ( 73) Length:   1
IFIELD  HYPER-OV         _ship_icon                File: SHIP             Offset:  62 ( 73) Length:   1
IFIELD  COMBAT-OV        _ship_icon                File: SHIP             Offset:  62 ( 73) Length:   1
IFIELD  COMM-OV          _star_flare_time          File: STARSYSTEM       Offset:   0 ( 11) Length:   9
IFIELD  ANALYZE-OV       _star_flare_time          File: STARSYSTEM       Offset:   0 ( 11) Length:   2
IFIELD  HYPERMSG-OV      _star_flare_time          File: STARSYSTEM       Offset:   0 ( 11) Length:   2
IFIELD  HYPER-OV         _star_flare_time          File: STARSYSTEM       Offset:   0 ( 11) Length:   2
IFIELD  ANALYZE-OV       _star_orbits              File: STARSYSTEM       Offset:   6 ( 17) Length:   1
IFIELD  HYPER-OV         _star_orbits              File: STARSYSTEM       Offset:   6 ( 17) Length:   1
IFIELD  PLSET-OV         _star_orbits              File: STARSYSTEM       Offset:   6 ( 17) Length:   1
IFIELD  DPART-OV         _star_orbits              File: STARSYSTEM       Offset:   6 ( 17) Length:   1
IFIELD  CAPTAIN          _star_reports             File: STARSYSTEM       Offset:   7 ( 18) Length:   1
IFIELD  COMBAT-OV        [I-VESSEL:11-12]          File: VESSEL           Offset:   0 ( 11) Length:   1
IFIELD  ICONP-OV         [I-VESSEL:11-12]          File: VESSEL           Offset:   0 ( 11) Length:   1
IFIELD  DAMAGE-OV        [I-VESSEL:11-12]          File: VESSEL           Offset:   0 ( 11) Length:   1
IFIELD  HYPERMSG-OV      [I-VESSEL:11-12]          File: VESSEL           Offset:   0 ( 11) Length:   1
IFIELD  DAMAGE-OV        [I-VESSEL:12-13]          File: VESSEL           Offset:   1 ( 12) Length:   1
IFIELD  COMBAT-OV        [I-VESSEL:12-13]          File: VESSEL           Offset:   1 ( 12) Length:   1
